TPN,Description,115-PCA000007-E   F16S,115-PCA000037-E   PSM02,103-PCA000027-E   PSU,104-PCA000001-E     AC-DC,115-PCA000039-E    A162,115-PCA000084-E   ELAN01,130-PCA000207-E   ELAN04,140-SKU000004-P,141-PCA000002-E    ST63,141-PCA000024-E    ELAN10,170-PCA000002-E   FTU,170-PCA000003-E    OAM,170-PCA000084-E    PFU3,170-PCA000256-E    OFA,170-PCA000003-E    OAM,170-PCA000084-E    PFU3,130-PCA000207-E   ELAN04,104-PCA000001-E     APASU03,104-PCA000002-E  DPSU03,104-PCA000003-E  P02FP,104-PCA000004-E CP8E,170-PCA000002-E   FTU,170-PCA000002-E   FTU,170-PCA000084-E    PFU3,170-PCA000003-E    OAM,160-PCA000049-L,130-PCA000207-E   ELAN04,115-PCA000084-E   ELAN01,104-PCA000025-E,170-PCA000002-E   FTU,170-PCA000003-E    OAM,170-PCA000084-E    PFU3,104-PCA000002-E  DPSU03,115-PCA000037-E   PSM02,104-PCA000003-E  P02FP,001-PCA000062-E  BBT2,130-PCA000205-E DPU12,103-PCA000027-E PSU,103-PCA000036-E LTC8,115-PCA000039-E A162,170-PCA000256-E OFA,141-PCA000002-E ST63
999-BAA000005-E,Thermistor Surge Limiter 10Ohms 0.32Ohms at Max SSI 2A SSI 10J Energy TH SL08,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,
999-BAC000002-E,Varistor 320VAC 136J TH Radial 7.5mm PinPitch,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
999-BAC000004-E,Varistor 60VAC/81VDC 20J  TH Radial 14mm Dia,,2,,,,,,,,,,,1,,,1,,,1,,,,,1,,,,,,,,1,1,2,,1,,,,,,
999-BBC000013-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
999-BBC000020-E,Transformer 1 2000uH SMDTFMR_8P_CS Current Sense,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
999-BBC000028-E,Transformer Common Mode Choke 8.2mH 1.5A EE2506 Vert TH,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,
999-BBC000040-E,Transformer 1:1:1 3300uH SMD 9x8.6mm Gate Driver,,2,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,2,,,,,,,,
999-BBC000062-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
999-BBC000090-E,Transformer  Dual Port  Turns Ratio  Pri:Sec = 1CT:2CT  Surface Mount,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-BBC000091-E,Transformer SOL40 SMD 1:2 Quad Port Line Interface,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-BCC000001-E,Transformer SO16 SMD 1CT:1CT Single Port 10/100 Ethernet,,,,,,1,,1,,1,,7,,,7,,,,,2,1,,,,7,2,,1,,,7,,,,2,,,,1,,,
999-BCC000002-E,Transformer SO20 SMD 1:2 Dual Port T1/E1,,,,,,,,,,,,1,,,1,,,,,,1,,,,1,1,,,,,1,,,,,,,,,,,
999-BCC000004-E,Transformer SOL40 SMD 1:2 Quad Port Line Interface,,,,,,,,,16,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,16
999-BCC000013-E,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
999-BEC000026-E,IC One-PLL General Purpose FLASH in-systemProgrammable and 2-Wire Serially Programmable Clock Generator TSSOP16,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
999-BEC000028-E,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,
999-BEC000029-E,IC 4 OUTPUT 0-200MHZ CLOCK BUFFER TSSOP8,,,,,2,4,1,,,2,,,,,,,1,,,1,,,,,,1,1,4,,,,,,,1,,,,1,2,,
999-BEC000052-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
999-BEC000053-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
999-BEC000067-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
999-BEC000075-E,IC 8-port Fast Ethernet PHY Transceivers  SMD BGA241,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
999-BEC000079-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
999-BEC000080-E,IC CPLD 1270 LE 212 IO  MAX II Family -5 Speed Grade  SMD FBGA256,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
999-BEC000089-E,"IC 240 LEs, 80 I/Os, -5 speed grade  SMD  TQFP100",,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
999-BEC000093-E,IC FPGA 8256LE 182IO Cyclone II  Family -8 Speed Grade  SMD FBGA256,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
999-BEC000107-E,FPGA 13696 Slices Virtex-II PRO 8 Transceivers 6 Speed Grade SMD FG676,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
999-BEC000111-E,4-GBPS DUAL 1:2 MULTIPLEXER/REPEATER/EQUALIZER,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
999-BEC000116-E,"IC Quad 1000/10BASE-T, 100BASE-TX Gigabit PHY, SMD FBGA256",,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-BEC000117-E,"IC Crystal/LVCMOS/LVTTL To Differential LVPECL, Programmable, SMD LQFP32",,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-BEC000119-E,"IC Crystal/LVCMOS/LVTTL To Differential LVDS, Programmable, SMD LQFP32",,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-BEC000120-E,"IC Serially programmable Clock Source, SMD SOIC16",,,,,,,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,
999-BEC000122-E,IC CPLD 1200 LE 211 IO 4 speed grade FBGA256,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,
999-BEC000139-E,"LCMXO256 CPLD, 256 LUT , 78 IO , MachXO Family 100TQFP",,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,
999-BEC000141-E,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
999-BEC000142-E,"IC 1:5 Differential to HSTL Zero Delay clock source, SMD LQFP32",,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-BEC000143-E,SONET/SDH Low Jitter Line Card Synchronizer,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-BEC000144-E,JTAG MUX,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,
999-BEC000146-E,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
999-BEC000147-E,"FPGA, Virtex-5, 8 Txcvr, -1 Speed Grade (XC5VLX30T,  PCIe and TEMAC is NOT tested)",,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
999-BEC000148-E,"Xilinx FPGA, Spartan-3 (XC3S200AN), -4 Speed Grade, Pkg FTG256",,,,,1,,,,1,,,1,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,1
999-BEC000150-E,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
999-BEC000151-E,10Mbps to 675Mbps CDR with limiting amplifier SMD LFCSP,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
999-BEC000152-E,"8 channel E1 short haul LIU, TQFP 144",,,,,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
999-BEC000155-E,"One port, 10/100M fast ethernet PHY transciever, 48 pin LQFP",,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
999-BEC000159-E,"FPGA Spartan 3E family, 1.2V core voltage, 250 system gates, 172 User I/Os, -4 speed grade, FBGA 256",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
999-BEC000161-E,"FPGA Spartan 3E family, 1.2V core voltage, 1200 system gates, 190 User I/Os, -4 speed grade, FBGA 256",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
999-BEC000165-E,IC FPGA 35k LUTs 4 SerDes 7-Speed Grade fpBGA484 SMD,,,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,
999-BEC000166-E,"NB6L14,1:4 LVPECL fanout buffer",,,,,,,1,,,3,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-BEC000177-E,32 port E1/T1 HDLIU PM4329,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
999-BEC000192-E,"1A, 1MHz Synchronous Step-Up DC/DC Converters, 3mm X  2mm DFN, Vout 1.6V-5.25V",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-BEC000205-E,"IC NP2/10, a 20Gb (i.e. 10 Gb Full Duplex) Network Processor with two integrated traffic managers SMD FCBGA1518",,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-BEC000208-E,"IC 65Ã Â±3Ã Â°C Accurate, Factory Preset Termostat IC SMD SOT23-5",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
999-BEC000220-E,"IC,FIN1048MTC,TSSOP-16,4-Bit LVDS to LVTTL Translator.",,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-BEC000233-E,"IC, FPGA, Spartan-3AN Speedgrade -4, TQFP144, SMD",,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,
999-BEC000235-E,IC CPLD 1270 LE 116 IO MAX II Family -5 Speed Grade SMD TQFP144,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-BEC000236-E,"Xilinx FPGA, Spartan-3 (XC3S200AN), -4 Speed Grade, Pkg FTG256 Pb-free",,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
999-BEC000259-E,"IC, FPGA, 20K LUTs, 4 SERDES, Lattice ECP2M20, speed grade 7, fpBGA256, SMD, ROHS 5/6",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
999-BEC000287-E,IC FPGA 92k LUT 8-Speed grade 1156-ball fpBGA  (LFE3-95EA-8FN1156I) RoHS : 6/6,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-BEC000289-E,IC FPGA 149k LUT 8-Speed grade 1156-ball fpBGA (LFE3-150EA-8FN1156I) RoHS : 6/6,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-BEC000292-E,"IC, FPGA, Virtex-5, 24320 slices, 16 Rocket I/O GTPs, 640 User I/Os, Speed Grade -1, FFG1136, SMD",,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-BEC000302-E,"IC, Spartan-6 FPGA (XC6SLX45T),43K logic cells,4 RocketIO, 296 userIOs, FGG484, SMD",,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
999-BEC000322-E,"IC, Buffer/Driver 32-Bit, 3.3V with 3 State Outputs, SMD LFBGA-96, ROHS",,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-BGC000002-E,IC 3.3V 250kbps TSSOP16 RS232,,,,,,1,1,,,,,2,,,2,,1,,,,3,,,,2,1,1,1,,,2,,,,,,,,3,,,
999-BGC000005-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
999-BGC000012-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
999-BGC000022-E,IC Octal E1/T1/J1 LIU LQFP144,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,
999-BGC000025-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-BGC000035-E,IC 10/100 Mbps Dual-Port Fast Ethernet PHY Transceiver  SMD100PQFP,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,
999-BGC000050-E,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
999-BGC000052-E,IC 24xFE+4xGE Integrated L2 Switch  SMD 841PBGA,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
999-BGC000053-E,IC Quad 1000/100/10 BaseT Transceiver with SerDes  SMD BGA354,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
999-BGC000057-E,IC RS-232 Transmitters/Receivers SMD TSSOP16,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-BGC000059-E,IC PROGRAMMABLE CMOS SLIC/CODEC WITH RINGING AND BATTERY VOLTAGE GENERATION SMD TSSOP38,,,,,,,,1,,,,1,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,
999-BGC000062-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
999-BGC000066-E,"IC Octal 10/100Base-TX, 100Base-FX PHY SMII/SSSMII MQFP128 SMD",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,
999-BGC000083-E,"IC, ASIC, 16 port Ethernet switch BCM5321, 400PBGA, SMD",,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,
999-BGC000092-E,"IC, BCM5325F, 6-port 10/100BASE-T/TX Integrated switch, 128-pin MQFP package",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-BGC000093-E,"IC, 10/100BASE-TX/EFX Transceiver, SMD, 32 pin MLP",,,,,,,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,
999-BGC000099-E,IC Quad Port 10/100/1000BaseT PHY and 100Base-FX/1000Base-X Serdes with recovered clock output .RoHS 6/6 compliant.  SMD BGA256 17mmx17mm. ,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-BHC000001-E,IC TinyLogic UHS Dual Buffer  SMD SC70-6,,,,,3,1,,3,,,,4,,2,4,,,,,1,6,,,,4,5,,1,,,4,,,,1,,1,,3,3,2,
999-BHC000002-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
999-BJC000008-E,"IC Power Supply Sequencer, 200ms fixed delay  SMDSOT23-6",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
999-BJC000011-E,IC Low Voltage CMOS Hex Schmitt 2-Input Inverter  SMD 6-Lead SC70,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-BJC000019-E,ZL30109 - DS1/E1 System Synchronizer with 19.44 MHz Output. 64 pin TQFP.,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
999-BKC000008-E,IC DUAL LVPECL TO LVTTL TRANSLATOR SO8,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
999-BKC000010-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
999-BKC000014-E,"IC 3.3V ECL /2, /4 & /8 Clock Divider  SMD TSSOP16",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,
999-BKC000016-E,3.3V 1:5 DIFFERENTIAL ECL/PECL CLOCK DRIVER SMD SOIC-20,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,
999-BKC000017-E,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
999-BKC000021-E,"IC LOW SKEW, 1-TO-4 MULTIPLEXED DIFFERENTIAL/LVCMOS-TO-LVCMOS/LVTTL FANOUT BUFFER TSSOP16 SMD 1.5V/1.8/2.5/3.3V outputs",,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
999-BLC000001-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
999-BOC000001-E,IC 32Kbits Serial I2C EEPROM SO08,1,1,1,,1,,1,,,,1,,,,,,1,,,,,1,1,,,2,1,,,1,,,,1,,,,1,1,1,,
999-BOC000007-E,IC 32Kbits Serial I2C EEPROM SMD SO08,,,,,,2,,1,,,,,1,,,1,,,,,,,,1,,,,2,,,,1,,,,,1,,,,,
999-BPC000008-E,IC 256 Mbits SDRAM organised as 4MX16bitsX4banks 125MHz Speed Grade TSSOP54,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
999-BPC000012-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-BPC000015-E,IC 3V 16Mbit Flash Memory  SMD TSOP48,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
999-BPC000018-E,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,
999-BPC000019-E,IC  256 Mbits SDRAM organised as 4MX16bitsX4banks 125MHz Speed Grade  SMD VFBGA,,,,,,2,2,,,,,,,,,,2,,,,,,,,,,2,2,,,,,,,,,,,4,,,
999-BPC000026-E,IC 16Mx18 2.5V VEXT 1.8V VDD HSTL SIO RLDRAM II 400MHz  SMD FBGA144,,,,,,1,2,,,,,,,,,,2,,,,,,,,,,2,1,,,,,,,,,,,,,,
999-BPC000037-E,"IC RLDRAM2, 288Mb, 16Mx18, CIO, 300MHz, SMD uBGA144",,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-BPC000038-E,"IC RLDRAM2, 288Mb, 8Mx36, CIO, 300MHz, SMD uBGA144",,,,,,,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,
999-BPC000041-E,IC 512Mbit (32Mx16 4 Banks) DDRII SDRAM FBGA84,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
999-BPC000047-E,"x8 NAND Flash, 512Mb, TSOP48_12X20_0MM5, 528 Bytes/ 264 Word Page",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
999-BPC000048-E,IC DDR-II SDRAM 256Mb x16 333MHz Commerical Grade BGA84,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,
999-BPC000052-E,"QDR2 SRAM, 36Mb, 2Mx18, 250MHz, 2 Word Burst, FBGA-165",,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-BPC000053-E,"RLDRAM2, 576Mb, 16Mx36, CIO, 300MHz, FBGA-144",,,,,,,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,
999-BPC000056-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-BPC000077-E,IC 3V 16Mbit Flash Memory Top boot sector  SMD FBGA48_0MM8,,,,,,1,1,,,1,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,
999-BPC000083-E,"IC,Flash Memory 4 Mb,70ns,3V CMOS,TSOP-32",,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
999-BPC000110-E,"IC 3V 32Mbit Flash Memory TSOP48, RoHS 6/6",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-BPC000111-E,"IC, Memory IC, 4Gb Nand flash, x8, TSOP48, SMD",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-BPC000114-E,IC 512Mbit (32Mx16 4 Banks) DDRII SDRAM FBGA84 Industrial Grade device,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-BPC000117-E,"IC, Memory IC 128Mb DDR SDRAM, 4MX32, LFBGA144, 200MHz, industrial grade part",,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
999-BPC000130-E,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
999-BPC000152-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-BRC000016-E,"IC MPC8247 POWERQUICC II with 266MHZ Core, 200MHz CPM, 66MHz bus speed  SMD FBGA516",,,,,,1,1,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,1,,,
999-BRC000020-E,IC 8MHz PIC Architecture Micro-controller with 2k Flash  2V to 5.5V  Industrial MICROPROCESSOR/MICRO CONTROLLERS SSOP20,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,
999-BRC000030-E,"IC, 50MHz Processor with 2 SCC, 1SMC and Ethernet Interface, Co-Processor of 50MHz, PBGA256",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
999-BRC000038-E,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
999-BRC000047-E,"IC MPC8313 POWERQUICC II with 333MHZ Core, 333MHz DDR interface, 66MHz bus speed SMD TEPBGA516,RoHS, Rev 2.1",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-BRC000048-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-BRC000050-E,IC 32MHz 16MIPS PIC Architecture Micro-controller with 16k Flash 2V to 3.6V Industrial MICROPROCESSOR/MICRO CONTROLLERS QFN28,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,1,,,,,2,,,,,
999-BRC000055-E,"IC, MPC8321 PQ II Pro processor, 266/200/133 MHz,16kB I Cache, 16kB D Cache, 516-PBGA, ROHS 6/6 compliant",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-BRC000082-E,"68 PIN QFN PSOC 3 48Mhz, 32kB FLASH, 12bit ADC, 38 GPIO, 8SIO, 4 16 bit timers, 2 comparators ",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
999-BSC000001-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
999-BTC000002-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
999-BTC000004-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-BTC000006-E,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
999-BTC000022-E,"Disk, Industrial grade 2GB SLC based Micro SD",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-BTC000024-E,"Disk, Industrial grade 512MB SLC based Micro SD",,,,,,1,1,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,
999-BUC000001-E,"Crystal 32.768KHZ, TH LT-38 Case",,,,,,,1,1,,,,,,,,,1,,,,1,,,,,1,1,,,,,,,,,,,,1,,,
999-BUC000002-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
999-BUC000008-E,Crystal 16.667 MHz Crystal +/- 25PPM PPM SMD vxe4-1e1-16M667,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,
999-BUC000011-E,"Crystal 25.000MHz 8.0pF load capacitance, 40 OHM series resistance, +/-10ppm, 3225 SMD",,,,,,,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,
999-BVC000001-E,"Oscillator,66.6660MHz,3.3V,Comm Grade,±50 ppm,40/60%Symmetry,SMD",,,,,,1,1,1,,1,,,,1,,,1,,,,,,,,,1,1,1,,,,,,,,,,,1,,1,
999-BVC000002-E,"Oscillator,20.0000MHz,3.3V,Comm Grade,±50 ppm,40/60%Symmetry,SMD",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
999-BVC000003-E,"Oscillator,25.0000MHz,3.3V,Comm Grade,±50 ppm,40/60%Symmetry,SMD",,,,,1,1,1,1,,,1,1,,,1,,1,,,,1,1,1,,1,1,1,1,,1,1,,,,,,,,1,1,,
999-BVC000005-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
999-BVC000007-E,"Oscillator,50.0000MHz,3.3V,Industrial Grade,Tristate,45/55%Symmetry,SMD",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
999-BVC000025-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
999-BVC000036-E,"Oscillator,3.6864MHz,3.3V,Comm Grade,±50 ppm,45/55%Symmetry,SMD",,,,,,1,1,,,1,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,
999-BVC000037-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-BVC000046-E,"Oscillator,125.0000MHz,3.3V,Comm Grade,±20 ppm,45/55%Symmetry,SMD",,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,
999-BVC000068-E,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,
999-BVC000069-E,Oscillator 212.5MHz LVDS Output,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,
999-BVC000075-E,"Oscillator 66.666MHz 3.3V +/-10% 50ppm  Tristate 60/40 Symmetry, Commercial Grade, 4 Pads SMD , 7.0MMx5.0MMx1.9MM",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
999-BVC000079-E,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
999-BVC000080-E,"Oscillator,10.0000MHz,3.3V,Comm Grade,±50 ppm,45/55%Symmetry,SMD",,,,,,,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,
999-BVC000081-E,"Oscillator,20.0000MHz,3.3V,Comm Grade,±50 ppm,45/55%Symmetry,SMD",,,,,,,3,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,
999-BVC000083-E,"Oscillator,80.0000MHz,3.3V,Comm Grade,±50 ppm,45/55%Symmetry,SMD",,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-BVC000086-E,"LVDS Oscillator, 250MHz, 2.5V, +/- 50ppm, 45/55 Symmetry, Commercial Grade, SMT",,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-BVC000088-E,"LVDS Oscillator, 312.5MHz, 2.5V, +/- 50ppm, 45/55 Symmetry, Commercial Grade, SMT",,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
